Click/Click Train,1981,HR,1
Flat,1981,HR,4
Undefined,1981,HR,3
Flat,1981,JASA,1
Non-Referential,1981,JASA,0.33333
Undefined,1981,JASA,0.66668
Undefined,1982,APP,2
Flat,1982,JEP,3.000012
Undefined,1982,JEP,1
Click/Click Train,1982,HR,4.5
Flat,1982,HR,3
Undefined,1982,HR,0.5
Flat,1982,JASA,0.5
Undefined,1982,JASA,0.50001
Undefined,1983,APP,4
Flat,1983,JEP,3
Flat,1983,HR,2
Non-Referential,1983,HR,1
Undefined,1983,HR,1
Flat,1983,JASA,3.50002
Undefined,1983,JASA,1.49999
Flat,1984,APP,9.000000006
Flat,1984,JEP,2
Flat,1984,HR,2.25002
Non-Referential,1984,HR,0.25
Undefined,1984,HR,1.5
Click/Click Train,1984,JASA,3
Flat,1984,JASA,0.5
Non-Referential,1984,JASA,0.5
Click/Click Train,1984,MP,0.143
Flat,1984,MP,2
Percussive,1984,MP,0.999
Undefined,1984,MP,5.858
Click/Click Train,1985,APP,2
Flat,1985,APP,1
Undefined,1985,APP,3
Undefined,1985,JEP,8.000005
Flat,1985,HR,3.25
Non-Referential,1985,HR,0.5
Undefined,1985,HR,1.25
Click/Click Train,1985,MP,1
Flat,1985,MP,3
Musical Instrument,1985,MP,1
Undefined,1985,MP,4
Undefined,1986,APP,3.000000002
Flat,1986,JEP,2
Undefined,1986,JEP,1
Click/Click Train,1986,HR,1
Flat,1986,HR,2.5
Undefined,1986,HR,0.5
Flat,1986,JASA,1.5
Undefined,1986,JASA,0.5
Flat,1986,MP,3.5
Percussive,1986,MP,2.5
Undefined,1986,MP,3
Undefined,1987,APP,12
Flat,1987,JEP,0.999999
Undefined,1987,JEP,6.999997
Click/Click Train,1987,HR,1
Flat,1987,HR,5.00001
Flat,1987,JASA,3.54993
Non-Referential,1987,JASA,0.45
Flat,1987,MP,2
Non-Referential,1987,MP,2
Undefined,1987,MP,1
Flat,1988,APP,1.000000001
Undefined,1988,APP,3
Flat,1988,HR,5.00008
Non-Referential,1988,HR,1.66666
Undefined,1988,HR,1.33329
Flat,1988,MP,3
Musical Instrument,1988,MP,0.333
Percussive,1988,MP,0.333
Undefined,1988,MP,8.333
Flat,1989,APP,2.666666665
Undefined,1989,APP,1.333333335
Undefined,1989,JEP,4.999999
Click/Click Train,1989,HR,0.33334
Flat,1989,HR,3.33334
Undefined,1989,HR,0.33333
Flat,1989,JASA,1.5
Non-Referential,1989,JASA,0.50001
Flat,1989,MP,4.333
Musical Instrument,1989,MP,1.5
Percussive,1989,MP,2.332
Undefined,1989,MP,3.833
Flat,1990,APP,2.999999978
Undefined,1990,APP,5
Flat,1990,JEP,1.000001
Click/Click Train,1990,HR,1.5
Flat,1990,HR,0.5
Undefined,1990,HR,4
Flat,1990,JASA,0.33333
Non-Referential,1990,JASA,0.33333
Undefined,1990,JASA,0.33333
Flat,1990,MP,1.5
Non-Referential,1990,MP,2
Percussive,1990,MP,1.5
Undefined,1990,MP,1
Flat,1991,APP,0.428571426
Undefined,1991,APP,2.571428571
Click/Click Train,1991,HR,1
Flat,1991,HR,2.5
Undefined,1991,HR,1.5
Flat,1991,JASA,0.5
Undefined,1991,JASA,3.5
Click/Click Train,1991,MP,0.333
Flat,1991,MP,12.666
Percussive,1991,MP,1
Undefined,1991,MP,7
Flat,1992,APP,0.249999999
Undefined,1992,APP,1.749999997
Click/Click Train,1992,HR,1
Undefined,1992,HR,2
Undefined,1992,JASA,1
Musical Instrument,1992,MP,1.5
Percussive,1992,MP,1.5
Undefined,1992,MP,2
Flat,1993,APP,3.624999999
Undefined,1993,APP,0.375
Flat,1993,JEP,9
Non-Referential,1993,JEP,3
Undefined,1993,JEP,4
Flat,1993,HR,1
Undefined,1993,HR,1.99998
Flat,1993,JASA,0.5
Non-Referential,1993,JASA,0.5
Undefined,1993,JASA,2
Flat,1993,MP,6.5
Musical Instrument,1993,MP,0.429
Percussive,1993,MP,0.929
Undefined,1993,MP,3.143
Flat,1994,APP,0.5
Undefined,1994,APP,4.5
Flat,1994,JEP,17.499995
Undefined,1994,JEP,11.499661
Flat,1994,HR,1.5
Undefined,1994,HR,1.5
Flat,1994,JASA,2
Flat,1994,MP,1
Undefined,1994,MP,1
Flat,1995,APP,0.666666672
Undefined,1995,APP,3.333333332
Flat,1995,JEP,6.666668
Undefined,1995,JEP,1.333332
Click/Click Train,1995,HR,2
Flat,1995,HR,1
Flat,1995,JASA,1.66668
Undefined,1995,JASA,0.33333
Flat,1995,MP,3
Undefined,1995,MP,1
Flat,1996,APP,2
Undefined,1996,APP,3
Percussive,1996,JEP,4
Undefined,1996,JEP,4
Click/Click Train,1996,HR,1.5
Undefined,1996,HR,2.5
Flat,1996,JASA,1.83331
Non-Referential,1996,JASA,1.24998
Percussive,1996,JASA,0.91665
Flat,1997,APP,1
Undefined,1997,APP,3
Click/Click Train,1997,JEP,1
Musical Instrument,1997,JEP,2
Click/Click Train,1997,HR,0.75
Flat,1997,HR,1
Undefined,1997,HR,2.25
Flat,1997,JASA,4.01662
Non-Referential,1997,JASA,0.98347
Flat,1997,MP,4
Percussive,1997,MP,1
Non-Referential,1998,APP,1.5
Undefined,1998,APP,5.5
Flat,1998,JEP,8.400008
Non-Referential,1998,JEP,1.100004
Percussive,1998,JEP,0.5
Click/Click Train,1998,HR,0.5
Flat,1998,HR,1
Undefined,1998,HR,1.5
Flat,1998,JASA,3.99998
Flat,1998,MP,2
Musical Instrument,1998,MP,0.5
Percussive,1998,MP,1.5
Undefined,1998,MP,4
Flat,1999,APP,0.5
Undefined,1999,APP,4.499999996
Flat,1999,JEP,7.65
Undefined,1999,JEP,7.349998
Click/Click Train,1999,HR,1
Flat,1999,HR,1.16667
Non-Referential,1999,HR,0.49998
Undefined,1999,HR,0.33334
Click/Click Train,1999,JASA,4.5
Flat,1999,JASA,3.00001
Undefined,1999,JASA,0.5
Flat,1999,MP,1
Musical Instrument,1999,MP,4
Undefined,1999,MP,3
Click/Click Train,2000,APP,5
Flat,2000,APP,2
Click/Click Train,2000,JEP,0.5
Flat,2000,JEP,15.499998
Percussive,2000,JEP,4
Click/Click Train,2000,HR,1
Flat,2000,HR,1.99998
Undefined,2000,HR,4.99999
Flat,2000,JASA,4.33333
Non-Referential,2000,JASA,1.66665
Musical Instrument,2000,MP,1.166
Percussive,2000,MP,1.499
Undefined,2000,MP,3.333
Flat,2001,APP,1.000000002
Undefined,2001,APP,4
Flat,2001,JEP,5.999999
Non-Referential,2001,JEP,1
Percussive,2001,JEP,4.999998
Undefined,2001,JEP,5
Flat,2001,HR,2
Undefined,2001,HR,3
Flat,2001,JASA,0.66666
Non-Referential,2001,JASA,0.33334
Undefined,2001,JASA,0.99999
Percussive,2001,MP,2
Undefined,2001,MP,1
Flat,2002,APP,3
Flat,2002,JEP,1.000001
Percussive,2002,JEP,6.999999
Undefined,2002,JEP,10
Click/Click Train,2002,HR,1
Undefined,2002,HR,2
Flat,2002,JASA,0.24999
Non-Referential,2002,JASA,0.25
Undefined,2002,JASA,0.5
Flat,2002,MP,5
Percussive,2002,MP,10.999
Flat,2003,APP,1
Undefined,2003,APP,2
Flat,2003,JEP,1
Musical Instrument,2003,JEP,0.25
Percussive,2003,JEP,0.25
Undefined,2003,JEP,14.5
Click/Click Train,2003,HR,1
Flat,2003,HR,1
Undefined,2003,HR,3.00002
Flat,2003,JASA,1.77084
Non-Referential,2003,JASA,1.56251
Undefined,2003,JASA,0.66667
Undefined,2003,MP,4
Flat,2004,APP,1.5
Non-Referential,2004,APP,1.5
Undefined,2004,APP,1
Click/Click Train,2004,JEP,0.25
Flat,2004,JEP,8.499994
Non-Referential,2004,JEP,0.75
Percussive,2004,JEP,3.75
Undefined,2004,JEP,9.749992
Click/Click Train,2004,HR,3
Undefined,2004,HR,1
Flat,2004,JASA,1.5
Non-Referential,2004,JASA,0.5
Undefined,2004,MP,2
Flat,2005,APP,0.999999997
Percussive,2005,APP,3.000000003
Flat,2005,JEP,3.500001
Percussive,2005,JEP,5
Undefined,2005,JEP,2.5
Flat,2005,HR,3.99998
Undefined,2005,HR,1
Flat,2005,JASA,2
Non-Referential,2005,JASA,5
Flat,2005,MP,5
Percussive,2005,MP,11.998
Flat,2006,APP,1.333333344
Percussive,2006,APP,3
Undefined,2006,APP,2.666666676
Click/Click Train,2006,JEP,1.5
Flat,2006,JEP,3.999997
Musical Instrument,2006,JEP,0.166666
Percussive,2006,JEP,0.708332
Soundscapes,2006,JEP,0.625
Undefined,2006,JEP,3
Click/Click Train,2006,HR,0.33333
Flat,2006,HR,1.66668
Non-Referential,2006,HR,1.00001
Flat,2006,JASA,4
Non-Referential,2006,JASA,2
Click/Click Train,2006,MP,1.5
Flat,2006,MP,2
Musical Instrument,2006,MP,1
Percussive,2006,MP,3.5
Undefined,2006,MP,8
Flat,2007,APP,2.266666666
Undefined,2007,APP,4.733333336
Flat,2007,JEP,1
Undefined,2007,JEP,5
Click/Click Train,2007,HR,0.66666
Flat,2007,HR,3.83336
Non-Referential,2007,HR,1.5
Flat,2007,JASA,1.74999
Non-Referential,2007,JASA,0.25
Click/Click Train,2007,MP,1
Percussive,2007,MP,3.999
Undefined,2007,MP,4
Flat,2008,APP,1.499999994
Non-Referential,2008,APP,1.5
Percussive,2008,APP,1
Flat,2008,JEP,5.999994
Musical Instrument,2008,JEP,0.349998
Percussive,2008,JEP,3.722216
Soundscapes,2008,JEP,1.42777
Undefined,2008,JEP,2.5
Click/Click Train,2008,HR,3
Non-Referential,2008,HR,1
Undefined,2008,HR,2
Flat,2008,JASA,5
Non-Referential,2008,JASA,1.9999
Flat,2008,MP,0.8
Musical Instrument,2008,MP,3
Non-Referential,2008,MP,0.325
Percussive,2008,MP,11.5
Undefined,2008,MP,1.375
Musical Instrument,2009,APP,0.370085292
Percussive,2009,APP,1.454857498
Soundscapes,2009,APP,2.035469106
Undefined,2009,APP,2.139588101
Flat,2009,JEP,4.999999
Percussive,2009,JEP,3
Undefined,2009,JEP,4
Flat,2009,HR,4.66665
Undefined,2009,HR,0.33334
Click/Click Train,2009,JASA,1.5
Flat,2009,JASA,2.49994
Musical Instrument,2009,MP,1.332
Percussive,2009,MP,2.666
Undefined,2009,MP,1
Flat,2010,APP,2.000000007
Musical Instrument,2010,APP,1.666666665
Soundscapes,2010,APP,0.333333333
Flat,2010,JEP,3.000003
Musical Instrument,2010,JEP,0.500002
Percussive,2010,JEP,4.500001
Soundscapes,2010,JEP,1.000004
Non-Referential,2010,HR,0.5
Undefined,2010,HR,5.50002
Flat,2010,JASA,1.5
Non-Referential,2010,JASA,1.5
Flat,2011,APP,3.000000007
Undefined,2011,APP,1
Flat,2011,JEP,5.833333
Percussive,2011,JEP,2.288873
Soundscapes,2011,JEP,1.711098
Undefined,2011,JEP,1.166666
Flat,2011,HR,2
Undefined,2011,HR,0.99999
Click/Click Train,2011,JASA,5
Flat,2011,JASA,7.99997
Flat,2012,APP,2.583333337
Non-Referential,2012,APP,1.416666668
Undefined,2012,APP,1
Flat,2012,JEP,3
Non-Referential,2012,JEP,0.5
Percussive,2012,JEP,3.25
Soundscapes,2012,JEP,0.25
Undefined,2012,JEP,3
Click/Click Train,2012,HR,3.00002
Flat,2012,HR,1
Flat,2012,JASA,1
Musical Instrument,2012,JASA,1
Musical Instrument,2013,APP,1
Undefined,2013,APP,4
Non-Referential,2013,JEP,1.5
Percussive,2013,JEP,5.5
Undefined,2013,JEP,7.000018
Flat,2013,HR,0.66666
Musical Instrument,2013,HR,0.5
Undefined,2013,HR,5.83333
Click/Click Train,2013,JASA,1.5
Flat,2013,JASA,2.5
Flat,2014,APP,2.000000004
Flat,2014,JEP,9.833334
Soundscapes,2014,JEP,3.166666
Click/Click Train,2014,HR,0.5
Non-Referential,2014,HR,1
Undefined,2014,HR,1.49998
Flat,2014,JASA,3.4642
Non-Referential,2014,JASA,0.5357
Flat,2015,APP,1
Musical Instrument,2015,APP,3
Undefined,2015,APP,1
Flat,2015,JEP,2
Non-Referential,2015,JEP,3.000006
Soundscapes,2015,JEP,9
Click/Click Train,2015,HR,0.25
Flat,2015,HR,2.49998
Non-Referential,2015,HR,0.25
Undefined,2015,HR,1
Flat,2015,JASA,2.66668
Non-Referential,2015,JASA,0.33333
Undefined,2015,JASA,1
Flat,2016,APP,0.333333333
Non-Referential,2016,APP,0.333333333
Percussive,2016,APP,0.333333333
Undefined,2016,APP,3
Flat,2016,JEP,1
Percussive,2016,JEP,2
Soundscapes,2016,JEP,3.666668
Undefined,2016,JEP,6.333335
Click/Click Train,2016,HR,2
Flat,2016,HR,0.5
Undefined,2016,HR,0.5
Flat,2016,JASA,4.5
Non-Referential,2016,JASA,2
Undefined,2016,JASA,0.5
Flat,2017,APP,0.333333333
Non-Referential,2017,APP,0.333333333
Percussive,2017,APP,0.333333333
Soundscapes,2017,APP,1
Non-Referential,2017,JEP,5.5
Soundscapes,2017,JEP,0.5
Undefined,2017,JEP,1
Click/Click Train,2017,HR,2
Flat,2017,HR,2.99999
Non-Referential,2017,HR,1.00001
Undefined,2017,HR,2
Flat,2017,JASA,1.333333332
Undefined,2017,JASA,0.666666666
